message_id,user_id,timestamp,"chat type 0=group, 1=DM",Damount
28928,user5411319258,2024-01-14T21:47:31,1,3
28933,user5411319258,2024-01-14T21:54:07,1,1
28941,user5411319258,2024-01-14T21:58:07,1,1
28974,user1209659531,2024-01-14T22:07:27,1,1
28979,user1209659531,2024-01-14T22:07:38,1,1
29844,user5411319258,2024-01-17T14:35:39,1,1
29854,user5411319258,2024-01-17T14:37:32,1,1
29869,user5411319258,2024-01-17T14:40:15,1,1
30393,user5411319258,2024-01-18T19:05:18,1,1
32670,user1209659531,2024-01-27T20:34:36,1,1
34390,user5411319258,2024-02-06T12:05:23,1,1
34391,user1209659531,2024-02-06T12:05:40,1,1
34399,user5411319258,2024-02-06T12:09:17,1,1
34407,user5411319258,2024-02-06T12:10:06,1,1
34408,user1209659531,2024-02-06T12:10:11,1,2
34544,user5411319258,2024-02-06T18:15:51,1,1
34557,user5411319258,2024-02-06T18:52:36,1,1
34558,user1209659531,2024-02-06T18:52:40,1,1
34563,user5411319258,2024-02-06T18:52:55,1,1
35280,user5411319258,2024-02-13T18:27:07,1,1
35323,user5411319258,2024-02-13T19:13:52,1,1
35330,user5411319258,2024-02-13T19:15:49,1,1
35337,user5411319258,2024-02-13T19:16:09,1,1
35518,user5411319258,2024-02-13T20:45:22,1,1
35530,user1209659531,2024-02-13T20:53:15,1,2
35582,user5411319258,2024-02-13T22:16:50,1,1
35589,user5411319258,2024-02-13T22:18:44,1,1
35590,user1209659531,2024-02-13T22:18:53,1,1
35630,user5411319258,2024-02-14T12:33:01,1,1
35634,user1209659531,2024-02-14T12:33:11,1,1
35729,user5411319258,2024-02-15T11:54:58,1,1
35738,user5411319258,2024-02-15T11:59:23,1,1
35739,user1209659531,2024-02-15T11:59:27,1,1
35745,user5411319258,2024-02-15T12:00:42,1,1
35746,user1209659531,2024-02-15T12:01:07,1,1
35841,user1209659531,2024-02-17T09:26:48,1,1
36241,user5411319258,2024-02-19T16:44:34,1,1
36244,user1209659531,2024-02-19T16:45:26,1,1
36350,user5411319258,2024-02-20T14:43:35,1,1
36415,user5411319258,2024-02-20T19:43:06,1,1
36456,user5411319258,2024-02-20T20:41:02,1,1
36779,user5411319258,2024-02-24T20:18:35,1,1
36794,user5411319258,2024-02-24T20:23:23,1,1
36841,user5411319258,2024-02-24T20:44:41,1,1
36842,user1209659531,2024-02-24T20:44:53,1,1
37058,user5411319258,2024-02-25T12:19:32,1,1
37125,user5411319258,2024-02-25T17:38:22,1,1
37128,user5411319258,2024-02-25T17:38:33,1,1
37288,user1209659531,2024-02-26T13:43:07,1,1
37289,user5411319258,2024-02-26T13:43:28,1,1
37374,user1209659531,2024-02-26T18:43:14,1,1
37557,user5411319258,2024-02-27T20:29:52,1,1
37558,user1209659531,2024-02-27T20:30:10,1,1
37568,user5411319258,2024-02-27T20:50:09,1,1
37569,user1209659531,2024-02-27T20:50:16,1,1
37581,user5411319258,2024-02-27T20:52:38,1,1
37582,user1209659531,2024-02-27T20:52:44,1,1
37590,user1209659531,2024-02-27T20:55:39,1,1
38133,user5411319258,2024-02-28T21:11:04,1,1
38136,user1209659531,2024-02-28T21:11:19,1,1
38141,user5411319258,2024-02-28T21:12:07,1,1
38193,user5411319258,2024-02-28T21:15:25,1,1
38212,user5411319258,2024-02-28T21:22:29,1,1
38213,user1209659531,2024-02-28T21:22:47,1,1
38224,user5411319258,2024-02-28T21:24:51,1,1
38487,user5411319258,2024-02-29T14:00:45,1,1
39080,user5411319258,2024-03-02T23:36:19,1,1
39165,user5411319258,2024-03-02T23:54:15,1,1
39870,user5411319258,2024-03-04T19:38:38,1,1
39874,user5411319258,2024-03-04T19:38:50,1,1
39875,user5411319258,2024-03-04T19:39:40,1,1
39904,user5411319258,2024-03-04T20:07:48,1,1
39905,user1209659531,2024-03-04T20:07:51,1,1
39925,user1209659531,2024-03-04T20:16:12,1,1
39926,user1209659531,2024-03-04T20:16:18,1,2
40169,user5411319258,2024-03-05T18:15:21,1,1
40187,user5411319258,2024-03-05T18:17:23,1,1
41017,user5411319258,2024-03-08T21:30:32,1,1
41019,user5411319258,2024-03-08T21:31:17,1,1
41058,user5411319258,2024-03-08T22:36:11,1,1
41163,user5411319258,2024-03-09T20:13:21,1,1
41176,user5411319258,2024-03-09T20:15:11,1,1
41202,user5411319258,2024-03-09T20:18:49,1,1
41221,user5411319258,2024-03-09T20:26:54,1,1
41224,user5411319258,2024-03-09T20:27:06,1,1
41225,user1209659531,2024-03-09T20:27:06,1,1
41501,user1209659531,2024-03-10T19:18:54,1,1
41505,user5411319258,2024-03-10T19:19:08,1,1
41820,user1209659531,2024-03-12T18:38:52,1,1
41939,user1209659531,2024-03-14T14:01:40,1,5
41949,user5411319258,2024-03-14T16:58:21,1,1
41951,user5411319258,2024-03-14T16:58:38,1,1
41966,user5411319258,2024-03-14T18:40:58,1,1
41989,user5411319258,2024-03-15T00:06:25,1,1
41990,user1209659531,2024-03-15T00:06:46,1,1
41996,user5411319258,2024-03-15T12:05:56,1,1
42029,user1209659531,2024-03-15T12:55:19,1,1
42030,user5411319258,2024-03-15T12:55:29,1,1
42100,user5411319258,2024-03-15T18:17:08,1,1
42157,user1209659531,2024-03-16T09:46:28,1,1
42163,user5411319258,2024-03-16T09:47:19,1,1
42270,user5411319258,2024-03-16T16:11:04,1,1
42274,user1209659531,2024-03-16T16:11:49,1,1
42310,user5411319258,2024-03-16T16:29:21,1,1
42318,user5411319258,2024-03-16T16:29:57,1,1
42375,user5411319258,2024-03-16T19:09:17,1,1
42396,user5411319258,2024-03-16T19:37:11,1,1
42397,user5411319258,2024-03-16T19:37:24,1,1
42398,user1209659531,2024-03-16T19:37:31,1,1
42961,user5411319258,2024-03-18T11:40:34,1,1
43260,user5411319258,2024-03-19T11:53:59,1,1
43560,user1209659531,2024-03-20T16:39:00,1,1
43946,user5411319258,2024-03-21T17:14:53,1,1
43963,user5411319258,2024-03-21T17:20:33,1,1
43985,user5411319258,2024-03-21T17:33:05,1,1
43994,user5411319258,2024-03-21T17:36:19,1,1
43995,user5411319258,2024-03-21T17:36:20,1,1
44003,user5411319258,2024-03-21T17:37:24,1,1
44022,user5411319258,2024-03-22T08:56:25,1,1
44043,user1209659531,2024-03-22T09:25:50,1,2
44046,user5411319258,2024-03-22T09:26:31,1,1
44048,user1209659531,2024-03-22T09:27:02,1,1
44053,user5411319258,2024-03-22T09:28:13,1,1
44110,user5411319258,2024-03-22T13:33:50,1,1
44111,user1209659531,2024-03-22T13:34:29,1,1
44364,user5411319258,2024-03-24T16:42:10,1,1
44429,user1209659531,2024-03-24T21:52:07,1,1
44439,user5411319258,2024-03-24T22:14:21,1,1
44473,user5411319258,2024-03-25T07:55:28,1,1
44988,user5411319258,2024-03-26T18:18:22,1,1
44997,user1209659531,2024-03-26T18:19:39,1,1
45035,user5411319258,2024-03-26T18:24:46,1,3
45040,user5411319258,2024-03-26T18:25:25,1,1
45043,user1209659531,2024-03-26T18:25:46,1,1
45088,user1209659531,2024-03-26T18:53:02,1,1
45674,user5411319258,2024-03-28T19:30:00,1,1
45696,user5411319258,2024-03-28T19:32:44,1,1
46017,user5411319258,2024-03-29T19:49:33,1,1
46018,user5411319258,2024-03-29T19:49:49,1,1
46019,user1209659531,2024-03-29T19:50:06,1,1
46022,user1209659531,2024-03-29T19:50:27,1,1
46024,user5411319258,2024-03-29T19:54:48,1,1
46135,user5411319258,2024-03-29T23:59:11,1,1
46161,user1209659531,2024-03-30T09:27:37,1,1
46444,user5411319258,2024-03-31T12:47:11,1,1
46505,user1209659531,2024-03-31T21:40:04,1,1
46616,user5411319258,2024-04-01T17:33:22,1,1
46628,user5411319258,2024-04-01T17:52:47,1,1
46629,user1209659531,2024-04-01T17:53:35,1,1
46708,user5411319258,2024-04-01T23:28:09,1,1
46724,user1209659531,2024-04-01T23:30:41,1,1
46729,user5411319258,2024-04-01T23:31:19,1,1
46889,user5411319258,2024-04-02T21:35:49,1,1
46890,user1209659531,2024-04-02T21:36:00,1,1
46895,user1209659531,2024-04-02T22:08:22,1,1
47098,user5411319258,2024-04-03T17:31:57,1,1
47180,user5411319258,2024-04-03T20:30:23,1,1
47195,user5411319258,2024-04-03T20:36:05,1,1
47199,user1209659531,2024-04-03T20:37:59,1,1
47229,user1209659531,2024-04-03T20:45:13,1,1
47232,user5411319258,2024-04-03T20:45:40,1,1
47237,user5411319258,2024-04-03T20:47:49,1,1
47258,user5411319258,2024-04-03T21:12:56,1,1
47259,user1209659531,2024-04-03T21:13:03,1,1
47372,user5411319258,2024-04-04T09:51:03,1,1
47514,user5411319258,2024-04-04T21:06:09,1,1
47517,user1209659531,2024-04-04T21:06:20,1,1
47534,user5411319258,2024-04-04T21:07:48,1,1
47540,user1209659531,2024-04-04T21:08:29,1,3
47548,user5411319258,2024-04-04T21:08:49,1,1
47549,user1209659531,2024-04-04T21:08:55,1,1
47556,user1209659531,2024-04-04T21:09:25,1,1
47573,user5411319258,2024-04-04T21:11:11,1,1
48116,user1209659531,2024-04-06T20:21:51,1,1
48143,user5411319258,2024-04-06T23:18:43,1,1
48147,user5411319258,2024-04-06T23:19:45,1,1
48155,user1209659531,2024-04-06T23:20:14,1,1
48163,user5411319258,2024-04-06T23:20:49,1,1
48169,user1209659531,2024-04-06T23:21:18,1,2
48175,user1209659531,2024-04-06T23:21:55,1,1
48178,user5411319258,2024-04-06T23:22:04,1,1
48219,user5411319258,2024-04-07T09:56:08,1,1
48250,user5411319258,2024-04-07T16:11:21,1,1
48252,user1209659531,2024-04-07T16:11:33,1,1
48258,user5411319258,2024-04-07T16:12:53,1,1
48260,user1209659531,2024-04-07T16:12:58,1,1
48270,user5411319258,2024-04-07T16:15:22,1,1
48272,user1209659531,2024-04-07T16:17:01,1,1
48358,user1209659531,2024-04-07T22:43:13,1,1
48377,user5411319258,2024-04-08T08:29:27,1,1
48379,user1209659531,2024-04-08T08:30:07,1,1
48456,user1209659531,2024-04-08T14:20:22,1,1
48660,user1209659531,2024-04-10T11:15:22,1,1
48665,user5411319258,2024-04-10T11:19:26,1,1
48756,user1209659531,2024-04-10T16:36:41,1,1
48796,user5411319258,2024-04-10T16:44:49,1,1
48797,user1209659531,2024-04-10T16:49:58,1,1
48811,user1209659531,2024-04-10T16:57:45,1,1
48812,user5411319258,2024-04-10T16:57:53,1,1
48821,user1209659531,2024-04-10T17:12:21,1,1
48827,user5411319258,2024-04-10T17:24:26,1,1
48834,user1209659531,2024-04-10T17:32:47,1,1
48843,user1209659531,2024-04-10T17:44:56,1,1
48870,user1209659531,2024-04-10T19:12:07,1,1
48883,user1209659531,2024-04-10T19:15:48,1,1
48910,user5411319258,2024-04-10T19:58:52,1,1
48928,user1209659531,2024-04-10T20:04:45,1,1
48987,user1209659531,2024-04-10T20:25:49,1,1
48988,user5411319258,2024-04-10T20:25:55,1,1
49041,user1209659531,2024-04-11T08:04:34,1,1
49079,user5411319258,2024-04-11T10:36:15,1,1
49083,user1209659531,2024-04-11T10:42:37,1,1
49154,user5411319258,2024-04-11T11:37:32,1,1
49155,user5411319258,2024-04-11T11:37:47,1,1
49157,user1209659531,2024-04-11T11:38:32,1,2
49331,user1209659531,2024-04-11T18:36:32,1,2
49333,user5411319258,2024-04-11T18:37:05,1,1
49390,user5411319258,2024-04-11T21:24:15,1,1
49391,user1209659531,2024-04-11T21:24:30,1,2
49392,user5411319258,2024-04-11T21:24:49,1,1
49467,user5411319258,2024-04-12T12:19:15,1,1
49470,user1209659531,2024-04-12T12:19:36,1,1
49476,user1209659531,2024-04-12T12:28:40,1,1
49484,user5411319258,2024-04-12T12:29:38,1,1
49487,user1209659531,2024-04-12T12:30:35,1,2
49500,user5411319258,2024-04-12T12:33:33,1,1
49526,user5411319258,2024-04-12T12:42:44,1,1
49527,user1209659531,2024-04-12T12:42:52,1,1
49537,user5411319258,2024-04-12T12:52:08,1,1
49544,user5411319258,2024-04-12T12:53:25,1,1
49555,user5411319258,2024-04-12T14:59:27,1,1
49559,user5411319258,2024-04-12T15:01:40,1,1
49567,user5411319258,2024-04-12T15:02:58,1,1
49570,user1209659531,2024-04-12T15:03:14,1,1
49578,user1209659531,2024-04-12T15:04:42,1,1
49580,user5411319258,2024-04-12T15:04:48,1,1
49583,user1209659531,2024-04-12T15:05:09,1,1
49591,user5411319258,2024-04-12T15:07:44,1,1
49592,user1209659531,2024-04-12T15:07:48,1,1
49615,user5411319258,2024-04-12T16:06:53,1,1
49640,user1209659531,2024-04-12T17:22:01,1,1
49643,user1209659531,2024-04-12T17:22:48,1,1
49645,user1209659531,2024-04-12T17:22:55,1,1
49646,user5411319258,2024-04-12T17:23:00,1,1
49703,user1209659531,2024-04-12T20:50:26,1,1
49705,user1209659531,2024-04-12T20:50:45,1,1
49751,user1209659531,2024-04-12T21:52:23,1,1
49758,user5411319258,2024-04-12T21:52:57,1,1
49766,user1209659531,2024-04-12T21:53:39,1,1
49768,user5411319258,2024-04-12T21:53:44,1,1
49769,user1209659531,2024-04-12T21:53:45,1,1
49776,user1209659531,2024-04-12T21:54:52,1,2
49780,user1209659531,2024-04-12T21:55:13,1,1
49781,user5411319258,2024-04-12T21:55:22,1,10
49817,user5411319258,2024-04-13T12:31:24,1,1
49819,user1209659531,2024-04-13T12:35:47,1,1
49823,user5411319258,2024-04-13T12:36:21,1,1
49825,user5411319258,2024-04-13T12:37:13,1,1
49875,user5411319258,2024-04-13T17:30:46,1,1
49886,user5411319258,2024-04-13T17:32:58,1,1
49888,user1209659531,2024-04-13T17:33:07,1,1
49891,user1209659531,2024-04-13T17:33:23,1,1
49904,user1209659531,2024-04-13T17:48:39,1,1
50147,user1209659531,2024-04-14T15:20:33,1,1
50152,user1209659531,2024-04-14T15:34:12,1,1
50163,user1209659531,2024-04-14T15:34:50,1,1
50169,user1209659531,2024-04-14T19:54:33,1,1
50174,user5411319258,2024-04-14T21:21:24,1,1
50207,user5411319258,2024-04-14T21:39:27,1,1
50215,user5411319258,2024-04-14T21:45:16,1,1
50250,user5411319258,2024-04-14T21:54:20,1,1
50263,user5411319258,2024-04-14T21:55:54,1,1
50285,user5411319258,2024-04-14T22:39:59,1,1
50292,user1209659531,2024-04-14T22:46:21,1,1
50350,user5411319258,2024-04-15T11:34:30,1,1
50365,user1209659531,2024-04-15T11:37:26,1,1
50481,user5411319258,2024-04-15T15:25:42,1,1
50497,user1209659531,2024-04-15T15:27:51,1,2
50509,user1209659531,2024-04-15T15:29:36,1,1
50512,user1209659531,2024-04-15T15:29:49,1,1
50514,user5411319258,2024-04-15T15:29:59,1,1
50545,user1209659531,2024-04-15T17:29:34,1,1
50578,user1209659531,2024-04-15T18:08:03,1,1
50605,user5411319258,2024-04-15T19:29:26,1,1
50622,user1209659531,2024-04-15T19:39:10,1,1
50648,user5411319258,2024-04-15T19:45:31,1,1
50689,user5411319258,2024-04-15T20:06:00,1,1
50696,user1209659531,2024-04-15T20:11:23,1,1
50702,user5411319258,2024-04-15T20:17:18,1,1
50704,user1209659531,2024-04-15T20:17:28,1,1
50705,user5411319258,2024-04-15T20:17:36,1,1
50713,user5411319258,2024-04-15T20:19:09,1,1
50728,user1209659531,2024-04-15T20:22:26,1,1
50732,user1209659531,2024-04-15T20:23:44,1,1
50744,user5411319258,2024-04-15T20:49:15,1,1
50766,user1209659531,2024-04-15T20:54:51,1,2
50776,user5411319258,2024-04-15T21:38:42,1,1
50781,user5411319258,2024-04-15T21:39:04,1,1
50782,user1209659531,2024-04-15T21:39:06,1,1
50796,user5411319258,2024-04-15T22:19:27,1,1
50920,user5411319258,2024-04-15T23:01:39,1,1
50958,user1209659531,2024-04-16T07:39:12,1,1
51038,user5411319258,2024-04-16T17:18:57,1,1
51049,user5411319258,2024-04-16T17:25:46,1,1
51060,user5411319258,2024-04-16T18:22:40,1,1
51063,user1209659531,2024-04-16T18:22:51,1,1
51076,user1209659531,2024-04-16T18:25:41,1,1
51085,user5411319258,2024-04-16T18:37:42,1,1
51096,user5411319258,2024-04-16T19:40:35,1,1
51099,user1209659531,2024-04-16T19:40:47,1,1
51102,user1209659531,2024-04-16T19:41:07,1,1
51117,user5411319258,2024-04-16T19:47:11,1,1
51118,user5411319258,2024-04-16T19:47:41,1,1
51129,user1209659531,2024-04-16T19:52:06,1,1
51143,user5411319258,2024-04-16T19:54:57,1,1
51153,user1209659531,2024-04-16T20:11:10,1,1
51290,user5411319258,2024-04-17T14:44:58,1,1
51291,user1209659531,2024-04-17T14:45:02,1,1
51339,user5411319258,2024-04-17T18:27:12,1,1
51360,user1209659531,2024-04-17T20:59:47,1,1
51377,user5411319258,2024-04-17T21:56:14,1,1
51379,user5411319258,2024-04-17T21:56:30,1,1
51382,user5411319258,2024-04-17T21:56:45,1,1
51386,user5411319258,2024-04-17T21:57:04,1,1
51390,user1209659531,2024-04-17T21:57:44,1,1
51394,user5411319258,2024-04-17T21:59:17,1,1
51402,user1209659531,2024-04-17T22:00:13,1,1
51416,user1209659531,2024-04-17T22:04:09,1,1
51423,user5411319258,2024-04-17T22:07:02,1,1
51425,user1209659531,2024-04-17T22:07:15,1,1
51426,user5411319258,2024-04-17T22:07:21,1,1
51438,user5411319258,2024-04-17T22:35:57,1,1
51440,user1209659531,2024-04-17T22:36:52,1,1
51443,user1209659531,2024-04-17T22:37:03,1,1
51449,user5411319258,2024-04-17T22:37:48,1,1
51452,user1209659531,2024-04-17T22:38:02,1,1
51453,user5411319258,2024-04-17T22:38:03,1,1
51454,user1209659531,2024-04-17T22:38:08,1,2
51457,user5411319258,2024-04-17T22:38:31,1,1
51461,user5411319258,2024-04-17T22:39:05,1,1
51468,user5411319258,2024-04-17T23:25:53,1,1
51472,user5411319258,2024-04-17T23:29:13,1,1
51491,user5411319258,2024-04-17T23:36:07,1,1
51986,user5411319258,2024-04-20T21:55:40,1,1
51989,user5411319258,2024-04-20T21:56:06,1,1
52135,user5411319258,2024-04-21T20:25:35,1,1
52144,user1209659531,2024-04-21T20:28:12,1,1
52145,user5411319258,2024-04-21T21:24:16,1,1
52149,user5411319258,2024-04-21T21:30:17,1,1
52212,user5411319258,2024-04-22T09:07:14,1,1
52221,user5411319258,2024-04-22T09:08:29,1,1
52360,user1209659531,2024-04-22T19:14:24,1,2
52452,user1209659531,2024-04-23T12:44:43,1,1
52461,user1209659531,2024-04-23T13:00:05,1,1
52471,user1209659531,2024-04-23T13:45:10,1,1
52473,user5411319258,2024-04-23T13:47:11,1,1
52584,user5411319258,2024-04-23T18:33:59,1,1
52588,user5411319258,2024-04-23T18:34:33,1,1
52592,user5411319258,2024-04-23T18:36:14,1,1
52602,user1209659531,2024-04-23T18:37:17,1,1
52606,user5411319258,2024-04-23T18:37:26,1,1
52610,user5411319258,2024-04-23T18:38:18,1,1
52613,user1209659531,2024-04-23T18:38:36,1,1
52614,user5411319258,2024-04-23T18:38:43,1,1
52630,user5411319258,2024-04-23T19:03:57,1,1
52633,user5411319258,2024-04-23T19:04:19,1,1
52637,user1209659531,2024-04-23T19:14:32,1,1
52640,user1209659531,2024-04-23T19:14:44,1,1
52641,user5411319258,2024-04-23T19:22:44,1,1
52686,user5411319258,2024-04-23T19:32:57,1,1
52750,user5411319258,2024-04-23T21:06:00,1,1
52850,user5411319258,2024-04-24T01:22:17,1,1
52856,user1209659531,2024-04-24T07:32:32,1,1
52857,user1209659531,2024-04-24T07:32:46,1,1
52862,user5411319258,2024-04-24T07:42:06,1,1
52863,user1209659531,2024-04-24T07:42:26,1,1
52889,user5411319258,2024-04-24T10:35:57,1,1
53022,user5411319258,2024-04-24T17:39:37,1,1
53029,user5411319258,2024-04-24T18:07:45,1,1
53034,user1209659531,2024-04-24T18:08:04,1,1
53054,user1209659531,2024-04-24T18:11:04,1,1
53059,user5411319258,2024-04-24T18:16:09,1,1
53063,user5411319258,2024-04-24T18:21:38,1,1
53311,user5411319258,2024-04-25T17:51:47,1,1
53507,user5411319258,2024-04-26T11:38:01,1,1
53514,user5411319258,2024-04-26T11:40:51,1,1
53570,user5411319258,2024-04-26T15:18:10,1,1
53572,user1209659531,2024-04-26T15:18:27,1,1
53596,user5411319258,2024-04-26T15:47:00,1,1
53601,user5411319258,2024-04-26T15:47:24,1,1
53656,user5411319258,2024-04-26T16:18:57,1,1
53661,user1209659531,2024-04-26T16:20:35,1,1
53752,user5411319258,2024-04-26T20:25:33,1,1
53764,user5411319258,2024-04-26T21:13:10,1,1
53820,user5411319258,2024-04-27T11:18:21,1,1
53855,user1209659531,2024-04-27T14:27:53,1,1
53856,user1209659531,2024-04-27T14:27:57,1,1
53865,user5411319258,2024-04-27T14:30:41,1,1
53884,user1209659531,2024-04-27T23:28:40,1,1
53889,user5411319258,2024-04-27T23:30:43,1,1
53895,user5411319258,2024-04-27T23:46:18,1,1
53995,user5411319258,2024-04-28T21:55:00,1,1
54008,user5411319258,2024-04-28T21:56:39,1,1
54024,user5411319258,2024-04-28T21:58:22,1,1
54041,user1209659531,2024-04-28T22:01:37,1,1
54052,user5411319258,2024-04-28T22:04:49,1,1
54054,user5411319258,2024-04-28T22:05:00,1,1
54055,user1209659531,2024-04-28T22:05:10,1,1
54071,user5411319258,2024-04-28T22:15:46,1,1
54078,user5411319258,2024-04-28T22:44:08,1,1
54140,user1209659531,2024-04-29T10:56:18,1,1
54158,user1209659531,2024-04-29T11:13:22,1,2
54163,user1209659531,2024-04-29T11:13:53,1,1
54166,user1209659531,2024-04-29T11:14:15,1,2
54176,user1209659531,2024-04-29T11:15:25,1,1
54181,user5411319258,2024-04-29T11:15:49,1,1
54195,user1209659531,2024-04-29T11:21:22,1,1
54227,user5411319258,2024-04-29T14:33:49,1,1
54240,user1209659531,2024-04-29T16:57:32,1,1
54257,user5411319258,2024-04-29T17:12:56,1,1
54267,user5411319258,2024-04-29T19:01:09,1,1
54317,user5411319258,2024-04-29T22:31:41,1,1
54318,user5411319258,2024-04-29T22:31:45,1,1
54375,user5411319258,2024-04-30T11:53:36,1,1
54416,user1209659531,2024-04-30T16:18:41,1,1
54440,user1209659531,2024-04-30T18:09:32,1,1
54446,user5411319258,2024-04-30T18:10:59,1,1
54527,user1209659531,2024-04-30T18:52:08,1,1
54534,user1209659531,2024-04-30T18:52:42,1,1
54540,user5411319258,2024-04-30T18:53:35,1,1
54546,user1209659531,2024-04-30T18:54:04,1,1
54552,user1209659531,2024-04-30T18:54:31,1,1
